Match Info,Guest Team,Host Team,Date,Time,Stadium,Address,City,State,Zip,Lowest Ticket Price,Ticket Website
Kansas City Chiefs at New England Patriots,Kansas City Chiefs,New England Patriots,2019/12/8,16:25,Gillette Stadium,1 Patriot Pl,Foxborough,MA,2035,280,https://www.vividseats.com/nfl/new-england-patriots-tickets/patriots-1-6-3002108.html
Miami Dolphins at New England Patriots,Miami Dolphins,New England Patriots,2019/12/29,13:00,Gillette Stadium,1 Patriot Pl,Foxborough,MA,2035,151,https://www.vividseats.com/nfl/new-england-patriots-tickets/patriots-1-3-3002105.html
Arizona Cardinals at New Orleans Saints,Arizona Cardinals,New Orleans Saints,2019/10/27,12:00,Mercedes-Benz Superdome,1500 Podyras St.,New Orleans,LA,70112,53,https://www.vividseats.com/nfl/new-orleans-saints-tickets/saints-1-4-3002134.html
Atlanta Falcons at New Orleans Saints,Atlanta Falcons,New Orleans Saints,2019/11/10,12:00,Mercedes-Benz Superdome,1500 Podyras St.,New Orleans,LA,70112,134,https://www.vividseats.com/nfl/new-orleans-saints-tickets/saints-1-2-3002131.html
Carolina Panthers at New Orleans Saints,Carolina Panthers,New Orleans Saints,2019/11/24,12:00,Mercedes-Benz Superdome,1500 Podyras St.,New Orleans,LA,70112,75,https://www.vividseats.com/nfl/new-orleans-saints-tickets/saints-1-1-3002129.html
San Francisco 49ers at New Orleans Saints,San Francisco 49ers,New Orleans Saints,2019/12/8,12:00,Mercedes-Benz Superdome,1500 Podyras St.,New Orleans,LA,70112,95,https://www.vividseats.com/nfl/new-orleans-saints-tickets/saints-1-5-3002136.html
Indianapolis Colts at New Orleans Saints,Indianapolis Colts,New Orleans Saints,2019/12/16,19:15,Mercedes-Benz Superdome,1500 Podyras St.,New Orleans,LA,70112,66,https://www.vividseats.com/nfl/new-orleans-saints-tickets/saints-1-7-3002139.html
Arizona Cardinals at New York Giants,Arizona Cardinals,New York Giants,2019/10/20,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,64,https://www.vividseats.com/nfl/new-york-giants-tickets/giants-1-6-3002151.html
Dallas Cowboys at New York Giants,Dallas Cowboys,New York Giants,2019/11/4,20:15,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,105,https://www.vividseats.com/nfl/new-york-giants-tickets/giants-1-1-3002142.html
Green Bay Packers at New York Giants,Green Bay Packers,New York Giants,2019/12/1,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,99,https://www.vividseats.com/nfl/new-york-giants-tickets/giants-1-4-3002147.html
Miami Dolphins at New York Giants,Miami Dolphins,New York Giants,2019/12/15,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,38,https://www.vividseats.com/nfl/new-york-giants-tickets/giants-1-8-3002159.html
Philadelphia Eagles at New York Giants,Philadelphia Eagles,New York Giants,2019/12/29,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,70,https://www.vividseats.com/nfl/new-york-giants-tickets/giants-1-3-3002145.html
Dallas Cowboys at New York Jets,Dallas Cowboys,New York Jets,2019/10/13,16:25,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,85,https://www.vividseats.com/nfl/new-york-jets-tickets/jets-1-7-3002173.html
New England Patriots at New York Jets,New England Patriots,New York Jets,2019/10/21,20:15,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,46,https://www.vividseats.com/nfl/new-york-jets-tickets/jets-1-3-3002165.html
New York Giants at New York Jets,New York Giants,New York Jets,2019/11/10,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,108,https://www.vividseats.com/nfl/new-york-jets-tickets/jets-1-8-3002176.html
Oakland Raiders at New York Jets,Oakland Raiders,New York Jets,2019/11/24,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,27,https://www.vividseats.com/nfl/new-york-jets-tickets/jets-1-6-3002171.html
Miami Dolphins at New York Jets,Miami Dolphins,New York Jets,2019/12/8,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,12,https://www.vividseats.com/nfl/new-york-jets-tickets/jets-1-2-3002163.html
Pittsburgh Steelers at New York Jets,Pittsburgh Steelers,New York Jets,2019/12/22,13:00,MetLife Stadium,1 MetLife Stadium Drive,East Rutherford,NJ,7073,44,https://www.vividseats.com/nfl/new-york-jets-tickets/jets-1-5-3002169.html
Detroit Lions at Oakland Raiders,Detroit Lions,Oakland Raiders,2019/11/3,13:05,Oakland Coliseum,7000 Coliseum Way,Oakland,CA,94621,60,https://www.vividseats.com/nfl/oakland-raiders-tickets/raiders-1-1-3001943.html
Los Angeles Chargers at Oakland Raiders,Los Angeles Chargers,Oakland Raiders,2019/11/7,17:20,Oakland Coliseum,7000 Coliseum Way,Oakland,CA,94621,50,https://www.vividseats.com/nfl/oakland-raiders-tickets/raiders-1-1-3001923.html
Cincinnati Bengals at Oakland Raiders,Cincinnati Bengals,Oakland Raiders,2019/11/17,13:25,Oakland Coliseum,7000 Coliseum Way,Oakland,CA,94621,50,https://www.vividseats.com/nfl/oakland-raiders-tickets/raiders-1-1-3001939.html
Tennessee Titans at Oakland Raiders,Tennessee Titans,Oakland Raiders,2019/12/8,13:25,Oakland Coliseum,7000 Coliseum Way,Oakland,CA,94621,43,https://www.vividseats.com/nfl/oakland-raiders-tickets/raiders-1-1-3001935.html
Jacksonville Jaguars at Oakland Raiders,Jacksonville Jaguars,Oakland Raiders,2019/12/15,13:05,Oakland Coliseum,7000 Coliseum Way,Oakland,CA,94621,98,https://www.vividseats.com/nfl/oakland-raiders-tickets/raiders-1-1-3001933.html
Chicago Bears at Philadelphia Eagles,Chicago Bears,Philadelphia Eagles,2019/11/3,13:00,Lincoln Financial Field,1 Lincoln Financial Field Way,Philadelphia,PA,19147,118,https://www.vividseats.com/nfl/philadelphia-eagles-tickets/eagles-1-1-3001992.html
New England Patriots at Philadelphia Eagles,New England Patriots,Philadelphia Eagles,2019/11/17,16:25,Lincoln Financial Field,1 Lincoln Financial Field Way,Philadelphia,PA,19147,205,https://www.vividseats.com/nfl/philadelphia-eagles-tickets/eagles-1-1-3002001.html
Seattle Seahawks at Philadelphia Eagles,Seattle Seahawks,Philadelphia Eagles,2019/11/24,20:20,Lincoln Financial Field,1 Lincoln Financial Field Way,Philadelphia,PA,19147,99,https://www.vividseats.com/nfl/philadelphia-eagles-tickets/eagles-1-1-3001998.html
New York Giants at Philadelphia Eagles,New York Giants,Philadelphia Eagles,2019/12/9,20:15,Lincoln Financial Field,1 Lincoln Financial Field Way,Philadelphia,PA,19147,99,https://www.vividseats.com/nfl/philadelphia-eagles-tickets/eagles-1-1-3001980.html
Dallas Cowboys at Philadelphia Eagles,Dallas Cowboys,Philadelphia Eagles,2019/12/22,16:25,Lincoln Financial Field,1 Lincoln Financial Field Way,Philadelphia,PA,19147,133,https://www.vividseats.com/nfl/philadelphia-eagles-tickets/eagles-1-1-3001955.html
Miami Dolphins at Pittsburgh Steelers,Miami Dolphins,Pittsburgh Steelers,2019/10/28,20:15,Heinz Field,100 Art Rooney Avenue,Pittsburgh,PA,15212,43,https://www.vividseats.com/nfl/pittsburgh-steelers-tickets/steelers-1-1-3002058.html
Indianapolis Colts at Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,2019/11/3,13:00,Heinz Field,100 Art Rooney Avenue,Pittsburgh,PA,15212,67,https://www.vividseats.com/nfl/pittsburgh-steelers-tickets/steelers-1-1-3002068.html
Los Angeles Rams at Pittsburgh Steelers,Los Angeles Rams,Pittsburgh Steelers,2019/11/10,16:25,Heinz Field,100 Art Rooney Avenue,Pittsburgh,PA,15212,70,https://www.vividseats.com/nfl/pittsburgh-steelers-tickets/steelers-1-1-3002078.html
Cleveland Browns at Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,2019/12/1,16:25,Heinz Field,100 Art Rooney Avenue,Pittsburgh,PA,15212,61,https://www.vividseats.com/nfl/pittsburgh-steelers-tickets/steelers-1-1-3002033.html
Buffalo Bills at Pittsburgh Steelers,Buffalo Bills,Pittsburgh Steelers,2019/12/15,13:00,Heinz Field,100 Art Rooney Avenue,Pittsburgh,PA,15212,59,https://www.vividseats.com/nfl/pittsburgh-steelers-tickets/steelers-1-1-3002047.html
Carolina Panthers at San Francisco 49ers,Carolina Panthers,San Francisco 49ers,2019/10/27,13:05,Levi's Stadium,4900 Centennial Blvd,Santa Clara,CA,95054,64,https://www.vividseats.com/nfl/san-francisco-49ers-tickets/49ers-1-5-3002121.html
Seattle Seahawks at San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,2019/11/11,17:15,Levi's Stadium,4900 Centennial Blvd,Santa Clara,CA,95054,67,https://www.vividseats.com/nfl/san-francisco-49ers-tickets/49ers-1-1-3002099.html
Arizona Cardinals at San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,2019/11/17,13:05,Levi's Stadium,4900 Centennial Blvd,Santa Clara,CA,95054,49,https://www.vividseats.com/nfl/san-francisco-49ers-tickets/49ers-1-3-3002119.html
Green Bay Packers at San Francisco 49ers,Green Bay Packers,San Francisco 49ers,2019/11/24,13:25,Levi's Stadium,4900 Centennial Blvd,Santa Clara,CA,95054,128,https://www.vividseats.com/nfl/san-francisco-49ers-tickets/49ers-1-6-3002124.html
Atlanta Falcons at San Francisco 49ers,Atlanta Falcons,San Francisco 49ers,2019/12/15,13:25,Levi's Stadium,4900 Centennial Blvd,Santa Clara,CA,95054,48,https://www.vividseats.com/nfl/san-francisco-49ers-tickets/49ers-1-4-3002120.html
Baltimore Ravens at Seattle Seahawks,Baltimore Ravens,Seattle Seahawks,2019/10/20,13:25,CenturyLink Field,800 Occidental Ave S,Seattle,WA,98134,160,https://www.vividseats.com/nfl/seattle-seahawks-tickets/seahawks-1-8-3002160.html
Tampa Bay Buccaneers at Seattle Seahawks,Tampa Bay Buccaneers,Seattle Seahawks,2019/11/3,13:05,CenturyLink Field,800 Occidental Ave S,Seattle,WA,98134,125,https://www.vividseats.com/nfl/seattle-seahawks-tickets/seahawks-1-5-3002141.html
Minnesota Vikings at Seattle Seahawks,Minnesota Vikings,Seattle Seahawks,2019/12/2,17:15,CenturyLink Field,800 Occidental Ave S,Seattle,WA,98134,112,https://www.vividseats.com/nfl/seattle-seahawks-tickets/seahawks-1-6-3002143.html
Arizona Cardinals at Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,2019/12/22,13:25,CenturyLink Field,800 Occidental Ave S,Seattle,WA,98134,88,https://www.vividseats.com/nfl/seattle-seahawks-tickets/seahawks-1-3-3002135.html
San Francisco 49ers at Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,2019/12/29,13:25,CenturyLink Field,800 Occidental Ave S,Seattle,WA,98134,139,https://www.vividseats.com/nfl/seattle-seahawks-tickets/seahawks-1-1-3002128.html
Arizona Cardinals at Tampa Bay Buccaneers,Arizona Cardinals,Tampa Bay Buccaneers,2019/11/10,13:00,Raymond James Stadium,4201 North Dale Mabry Highway,Tampa,FL,33607,36,https://www.vividseats.com/nfl/tampa-bay-buccaneers-tickets/buccaneers-1-1-3002167.html
New Orleans Saints at Tampa Bay Buccaneers,New Orleans Saints,Tampa Bay Buccaneers,2019/11/17,13:00,Raymond James Stadium,4201 North Dale Mabry Highway,Tampa,FL,33607,48,https://www.vividseats.com/nfl/tampa-bay-buccaneers-tickets/buccaneers-1-2-3002174.html
Indianapolis Colts at Tampa Bay Buccaneers,Indianapolis Colts,Tampa Bay Buccaneers,2019/12/8,13:00,Raymond James Stadium,4201 North Dale Mabry Highway,Tampa,FL,33607,38,https://www.vividseats.com/nfl/tampa-bay-buccaneers-tickets/buccaneers-1-6-3002195.html
Atlanta Falcons at Tampa Bay Buccaneers,Atlanta Falcons,Tampa Bay Buccaneers,2019/12/29,13:00,Raymond James Stadium,4201 North Dale Mabry Highway,Tampa,FL,33607,42,https://www.vividseats.com/nfl/tampa-bay-buccaneers-tickets/buccaneers-1-3-3002179.html
Los Angeles Chargers at Tennessee Titans,Los Angeles Chargers,Tennessee Titans,2019/10/20,15:05,Nissan Stadium,One Titans Way,Nashville,TN,37213,46,https://www.vividseats.com/nfl/tennessee-titans-tickets/titans-1-4-3002215.html
Tampa Bay Buccaneers at Tennessee Titans,Tampa Bay Buccaneers,Tennessee Titans,2019/10/27,12:00,Nissan Stadium,One Titans Way,Nashville,TN,37213,39,https://www.vividseats.com/nfl/tennessee-titans-tickets/titans-1-7-3002224.html
Kansas City Chiefs at Tennessee Titans,Kansas City Chiefs,Tennessee Titans,2019/11/10,12:00,Nissan Stadium,One Titans Way,Nashville,TN,37213,111,https://www.vividseats.com/nfl/tennessee-titans-tickets/titans-1-5-3002219.html
Jacksonville Jaguars at Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,2019/11/24,15:05,Nissan Stadium,One Titans Way,Nashville,TN,37213,30,https://www.vividseats.com/nfl/tennessee-titans-tickets/titans-1-1-3002206.html
Houston Texans at Tennessee Titans,Houston Texans,Tennessee Titans,2019/12/15,12:00,Nissan Stadium,One Titans Way,Nashville,TN,37213,33,https://www.vividseats.com/nfl/tennessee-titans-tickets/titans-1-3-3002211.html
New Orleans Saints at Tennessee Titans,New Orleans Saints,Tennessee Titans,2019/12/22,12:00,Nissan Stadium,One Titans Way,Nashville,TN,37213,52,https://www.vividseats.com/nfl/tennessee-titans-tickets/titans-1-8-3002226.html
San Francisco 49ers at Washington Redskins,San Francisco 49ers,Washington Redskins,2019/10/20,13:00,FedExField,1600 FedEx Way,Landover,MD,20785,31,https://www.vividseats.com/nfl/washington-redskins-tickets/redskins-1-6-3002236.html
New York Jets at Washington Redskins,New York Jets,Washington Redskins,2019/11/17,13:00,FedExField,1600 FedEx Way,Landover,MD,20785,18,https://www.vividseats.com/nfl/washington-redskins-tickets/redskins-1-8-3002241.html
Detroit Lions at Washington Redskins,Detroit Lions,Washington Redskins,2019/11/24,13:00,FedExField,1600 FedEx Way,Landover,MD,20785,17,https://www.vividseats.com/nfl/washington-redskins-tickets/redskins-1-5-3002235.html
Philadelphia Eagles at Washington Redskins,Philadelphia Eagles,Washington Redskins,2019/12/15,13:00,FedExField,1600 FedEx Way,Landover,MD,20785,42,https://www.vividseats.com/nfl/washington-redskins-tickets/redskins-1-3-3002233.html
New York Giants at Washington Redskins,New York Giants,Washington Redskins,2019/12/22,13:00,FedExField,1600 FedEx Way,Landover,MD,20785,27,https://www.vividseats.com/nfl/washington-redskins-tickets/redskins-1-2-3002230.html
