Date,High,Low,City
10-01-2019,89,67,pittsburgh
10-02-2019,86,69,pittsburgh
10-03-2019,89,65,pittsburgh
10-04-2019,65,43,pittsburgh
10-05-2019,69,58,pittsburgh
10-06-2019,73,55,pittsburgh
10-07-2019,59,47,pittsburgh
10-08-2019,66,44,pittsburgh
10-09-2019,70,48,pittsburgh
10-10-2019,70,48,pittsburgh
10-11-2019,72,45,pittsburgh
10-12-2019,63,42,pittsburgh
10-13-2019,61,43,pittsburgh
10-14-2019,64,46,pittsburgh
10-15-2019,66,48,pittsburgh
10-16-2019,67,50,pittsburgh
10-17-2019,68,52,pittsburgh
10-18-2019,70,51,pittsburgh
10-19-2019,54,34,pittsburgh
10-20-2019,55,43,pittsburgh
10-21-2019,69,48,pittsburgh
10-22-2019,66,46,pittsburgh
10-23-2019,67,46,pittsburgh
10-24-2019,65,44,pittsburgh
10-25-2019,63,40,pittsburgh
10-26-2019,58,38,pittsburgh
10-27-2019,56,42,pittsburgh
10-28-2019,56,44,pittsburgh
10-29-2019,57,42,pittsburgh
10-30-2019,56,46,pittsburgh
10-31-2019,65,48,pittsburgh
11-01-2019,65,47,pittsburgh
11-02-2019,64,39,pittsburgh
11-03-2019,53,30,pittsburgh
11-04-2019,47,34,pittsburgh
11-05-2019,51,35,pittsburgh
11-06-2019,51,44,pittsburgh
11-07-2019,58,46,pittsburgh
11-08-2019,59,36,pittsburgh
11-09-2019,58,41,pittsburgh
11-10-2019,56,39,pittsburgh
11-11-2019,59,42,pittsburgh
11-12-2019,62,48,pittsburgh
11-13-2019,64,38,pittsburgh
11-14-2019,61,34,pittsburgh
11-15-2019,57,30,pittsburgh
11-16-2019,44,28,pittsburgh
11-17-2019,43,34,pittsburgh
11-18-2019,47,32,pittsburgh
11-19-2019,45,27,pittsburgh
11-20-2019,44,32,pittsburgh
11-21-2019,50,38,pittsburgh
11-22-2019,53,41,pittsburgh
11-23-2019,55,40,pittsburgh
11-24-2019,55,37,pittsburgh
11-25-2019,57,33,pittsburgh
11-26-2019,56,36,pittsburgh
11-27-2019,51,39,pittsburgh
11-28-2019,54,39,pittsburgh
11-29-2019,56,26,pittsburgh
11-30-2019,55,23,pittsburgh
12-01-2019,40,22,pittsburgh
12-02-2019,35,22,pittsburgh
12-03-2019,36,23,pittsburgh
12-04-2019,38,31,pittsburgh
12-05-2019,43,30,pittsburgh
12-06-2019,52,26,pittsburgh
12-07-2019,52,28,pittsburgh
12-08-2019,37,23,pittsburgh
12-09-2019,38,25,pittsburgh
12-10-2019,37,32,pittsburgh
12-11-2019,41,25,pittsburgh
12-12-2019,48,25,pittsburgh
12-13-2019,35,32,pittsburgh
12-14-2019,40,34,pittsburgh
12-15-2019,47,37,pittsburgh
12-16-2019,49,37,pittsburgh
12-17-2019,52,34,pittsburgh
12-18-2019,50,31,pittsburgh
12-19-2019,50,17,pittsburgh
12-20-2019,41,13,pittsburgh
12-21-2019,31,14,pittsburgh
12-22-2019,29,20,pittsburgh
12-23-2019,32,23,pittsburgh
12-24-2019,38,25,pittsburgh
12-25-2019,42,25,pittsburgh
12-26-2019,44,28,pittsburgh
12-27-2019,46,31,pittsburgh
12-28-2019,46,30,pittsburgh
12-29-2019,45,28,pittsburgh
12-30-2019,38,27,pittsburgh
12-31-2019,40,23,pittsburgh
10-01-2019,94,76,arlington
10-02-2019,95,74,arlington
10-03-2019,95,74,arlington
10-04-2019,95,73,arlington
10-05-2019,93,74,arlington
10-06-2019,94,59,arlington
10-07-2019,73,54,arlington
10-08-2019,78,58,arlington
10-09-2019,85,70,arlington
10-10-2019,83,47,arlington
10-11-2019,67,51,arlington
10-12-2019,70,52,arlington
10-13-2019,75,56,arlington
10-14-2019,81,61,arlington
10-15-2019,82,62,arlington
10-16-2019,81,62,arlington
10-17-2019,82,63,arlington
10-18-2019,81,63,arlington
10-19-2019,71,55,arlington
10-20-2019,71,58,arlington
10-21-2019,80,61,arlington
10-22-2019,79,60,arlington
10-23-2019,79,57,arlington
10-24-2019,73,54,arlington
10-25-2019,71,51,arlington
10-26-2019,77,56,arlington
10-27-2019,77,58,arlington
10-28-2019,76,60,arlington
10-29-2019,77,59,arlington
10-30-2019,79,58,arlington
10-31-2019,78,54,arlington
11-01-2019,63,53,arlington
11-02-2019,66,56,arlington
11-03-2019,66,44,arlington
11-04-2019,67,48,arlington
11-05-2019,70,56,arlington
11-06-2019,66,56,arlington
11-07-2019,69,55,arlington
11-08-2019,69,54,arlington
11-09-2019,66,51,arlington
11-10-2019,70,51,arlington
11-11-2019,71,52,arlington
11-12-2019,62,55,arlington
11-13-2019,73,44,arlington
11-14-2019,72,41,arlington
11-15-2019,63,40,arlington
11-16-2019,59,45,arlington
11-17-2019,62,52,arlington
11-18-2019,62,45,arlington
11-19-2019,59,45,arlington
11-20-2019,60,45,arlington
11-21-2019,64,46,arlington
11-22-2019,65,47,arlington
11-23-2019,64,43,arlington
11-24-2019,65,36,arlington
11-25-2019,60,48,arlington
11-26-2019,62,51,arlington
11-27-2019,67,35,arlington
11-28-2019,69,31,arlington
11-29-2019,55,31,arlington
11-30-2019,51,32,arlington
12-01-2019,51,37,arlington
12-02-2019,53,39,arlington
12-03-2019,50,38,arlington
12-04-2019,55,32,arlington
12-05-2019,52,37,arlington
12-06-2019,56,37,arlington
12-07-2019,62,39,arlington
12-08-2019,56,41,arlington
12-09-2019,53,36,arlington
12-10-2019,61,30,arlington
12-11-2019,58,31,arlington
12-12-2019,50,41,arlington
12-13-2019,56,45,arlington
12-14-2019,63,48,arlington
12-15-2019,66,47,arlington
12-16-2019,68,37,arlington
12-17-2019,67,27,arlington
12-18-2019,61,26,arlington
12-19-2019,45,26,arlington
12-20-2019,44,24,arlington
12-21-2019,45,25,arlington
12-22-2019,45,26,arlington
12-23-2019,47,29,arlington
12-24-2019,49,34,arlington
12-25-2019,46,43,arlington
12-26-2019,59,35,arlington
12-27-2019,63,28,arlington
12-28-2019,61,29,arlington
12-29-2019,48,32,arlington
12-30-2019,49,28,arlington
12-31-2019,46,27,arlington
10-01-2019,89,74,cleveland
10-02-2019,81,63,cleveland
10-03-2019,75,62,cleveland
10-04-2019,67,62,cleveland
10-05-2019,72,56,cleveland
10-06-2019,64,53,cleveland
10-07-2019,65,51,cleveland
10-08-2019,70,54,cleveland
10-09-2019,71,56,cleveland
10-10-2019,70,51,cleveland
10-11-2019,59,49,cleveland
10-12-2019,59,50,cleveland
10-13-2019,61,51,cleveland
10-14-2019,63,53,cleveland
10-15-2019,64,53,cleveland
10-16-2019,65,54,cleveland
10-17-2019,68,52,cleveland
10-18-2019,53,40,cleveland
10-19-2019,54,47,cleveland
10-20-2019,68,53,cleveland
10-21-2019,65,53,cleveland
10-22-2019,66,50,cleveland
10-23-2019,62,48,cleveland
10-24-2019,58,47,cleveland
10-25-2019,56,46,cleveland
10-26-2019,58,46,cleveland
10-27-2019,54,48,cleveland
10-28-2019,55,49,cleveland
10-29-2019,57,51,cleveland
10-30-2019,63,52,cleveland
10-31-2019,63,51,cleveland
11-01-2019,63,51,cleveland
11-02-2019,62,43,cleveland
11-03-2019,50,35,cleveland
11-04-2019,45,36,cleveland
11-05-2019,47,43,cleveland
11-06-2019,50,48,cleveland
11-07-2019,55,46,cleveland
11-08-2019,59,40,cleveland
11-09-2019,56,49,cleveland
11-10-2019,56,47,cleveland
11-11-2019,59,49,cleveland
11-12-2019,60,50,cleveland
11-13-2019,60,43,cleveland
11-14-2019,59,36,cleveland
11-15-2019,50,34,cleveland
11-16-2019,43,36,cleveland
11-17-2019,43,43,cleveland
11-18-2019,51,35,cleveland
11-19-2019,49,33,cleveland
11-20-2019,44,39,cleveland
11-21-2019,49,42,cleveland
11-22-2019,51,43,cleveland
11-23-2019,52,42,cleveland
11-24-2019,52,38,cleveland
11-25-2019,51,40,cleveland
11-26-2019,55,43,cleveland
11-27-2019,50,43,cleveland
11-28-2019,52,40,cleveland
11-29-2019,55,34,cleveland
11-30-2019,53,29,cleveland
12-01-2019,39,31,cleveland
12-02-2019,36,29,cleveland
12-03-2019,38,30,cleveland
12-04-2019,38,37,cleveland
12-05-2019,42,37,cleveland
12-06-2019,47,32,cleveland
12-07-2019,48,32,cleveland
12-08-2019,38,31,cleveland
12-09-2019,38,34,cleveland
12-10-2019,40,35,cleveland
12-11-2019,46,32,cleveland
12-12-2019,47,31,cleveland
12-13-2019,36,36,cleveland
12-14-2019,42,37,cleveland
12-15-2019,46,40,cleveland
12-16-2019,48,40,cleveland
12-17-2019,50,34,cleveland
12-18-2019,49,29,cleveland
12-19-2019,45,17,cleveland
12-20-2019,35,17,cleveland
12-21-2019,29,19,cleveland
12-22-2019,28,23,cleveland
12-23-2019,31,29,cleveland
12-24-2019,39,31,cleveland
12-25-2019,42,32,cleveland
12-26-2019,43,33,cleveland
12-27-2019,43,34,cleveland
12-28-2019,42,32,cleveland
12-29-2019,45,31,cleveland
12-30-2019,41,29,cleveland
12-31-2019,40,23,cleveland
10-01-2019,98,70,nashville
10-02-2019,99,68,nashville
10-03-2019,99,65,nashville
10-04-2019,85,66,nashville
10-05-2019,91,68,nashville
10-06-2019,83,59,nashville
10-07-2019,64,51,nashville
10-08-2019,74,53,nashville
10-09-2019,81,62,nashville
10-10-2019,81,62,nashville
10-11-2019,74,46,nashville
10-12-2019,67,42,nashville
10-13-2019,72,44,nashville
10-14-2019,74,47,nashville
10-15-2019,76,50,nashville
10-16-2019,77,51,nashville
10-17-2019,78,53,nashville
10-18-2019,77,51,nashville
10-19-2019,66,36,nashville
10-20-2019,66,45,nashville
10-21-2019,76,51,nashville
10-22-2019,75,50,nashville
10-23-2019,75,49,nashville
10-24-2019,72,47,nashville
10-25-2019,67,43,nashville
10-26-2019,65,44,nashville
10-27-2019,71,42,nashville
10-28-2019,65,41,nashville
10-29-2019,65,47,nashville
10-30-2019,69,48,nashville
10-31-2019,72,49,nashville
11-01-2019,71,48,nashville
11-02-2019,70,41,nashville
11-03-2019,61,31,nashville
11-04-2019,55,32,nashville
11-05-2019,59,39,nashville
11-06-2019,62,46,nashville
11-07-2019,69,47,nashville
11-08-2019,67,38,nashville
11-09-2019,68,36,nashville
11-10-2019,65,39,nashville
11-11-2019,68,44,nashville
11-12-2019,69,49,nashville
11-13-2019,69,40,nashville
11-14-2019,69,35,nashville
11-15-2019,64,28,nashville
11-16-2019,52,31,nashville
11-17-2019,53,39,nashville
11-18-2019,58,33,nashville
11-19-2019,56,33,nashville
11-20-2019,57,38,nashville
11-21-2019,58,40,nashville
11-22-2019,58,41,nashville
11-23-2019,59,40,nashville
11-24-2019,61,32,nashville
11-25-2019,59,32,nashville
11-26-2019,53,40,nashville
11-27-2019,60,43,nashville
11-28-2019,64,29,nashville
11-29-2019,64,25,nashville
11-30-2019,52,22,nashville
12-01-2019,44,22,nashville
12-02-2019,43,23,nashville
12-03-2019,44,27,nashville
12-04-2019,47,28,nashville
12-05-2019,45,24,nashville
12-06-2019,44,24,nashville
12-07-2019,42,25,nashville
12-08-2019,45,29,nashville
12-09-2019,45,36,nashville
12-10-2019,51,33,nashville
12-11-2019,55,24,nashville
12-12-2019,55,25,nashville
12-13-2019,44,36,nashville
12-14-2019,48,38,nashville
12-15-2019,57,39,nashville
12-16-2019,57,40,nashville
12-17-2019,59,33,nashville
12-18-2019,61,26,nashville
12-19-2019,57,20,nashville
12-20-2019,41,16,nashville
12-21-2019,38,16,nashville
12-22-2019,37,18,nashville
12-23-2019,38,21,nashville
12-24-2019,42,24,nashville
12-25-2019,49,33,nashville
12-26-2019,52,36,nashville
12-27-2019,55,33,nashville
12-28-2019,57,25,nashville
12-29-2019,56,26,nashville
12-30-2019,45,28,nashville
12-31-2019,46,24,nashville
10-01-2019,72,57,boston
10-02-2019,79,54,boston
10-03-2019,55,51,boston
10-04-2019,62,48,boston
10-05-2019,59,46,boston
10-06-2019,68,63,boston
10-07-2019,75,57,boston
10-08-2019,68,50,boston
10-09-2019,62,47,boston
10-10-2019,61,47,boston
10-11-2019,64,51,boston
10-12-2019,64,51,boston
10-13-2019,62,47,boston
10-14-2019,61,48,boston
10-15-2019,62,47,boston
10-16-2019,62,48,boston
10-17-2019,61,49,boston
10-18-2019,64,51,boston
10-19-2019,58,39,boston
10-20-2019,57,46,boston
10-21-2019,64,50,boston
10-22-2019,64,49,boston
10-23-2019,61,44,boston
10-24-2019,58,45,boston
10-25-2019,58,46,boston
10-26-2019,58,44,boston
10-27-2019,57,43,boston
10-28-2019,57,48,boston
10-29-2019,61,47,boston
10-30-2019,59,48,boston
10-31-2019,60,48,boston
11-01-2019,58,47,boston
11-02-2019,59,46,boston
11-03-2019,56,34,boston
11-04-2019,50,41,boston
11-05-2019,53,40,boston
11-06-2019,53,43,boston
11-07-2019,54,42,boston
11-08-2019,56,42,boston
11-09-2019,60,40,boston
11-10-2019,53,40,boston
11-11-2019,57,44,boston
11-12-2019,54,48,boston
11-13-2019,60,48,boston
11-14-2019,61,38,boston
11-15-2019,57,32,boston
11-16-2019,50,32,boston
11-17-2019,44,33,boston
11-18-2019,45,37,boston
11-19-2019,49,35,boston
11-20-2019,47,33,boston
11-21-2019,44,35,boston
11-22-2019,47,41,boston
11-23-2019,53,42,boston
11-24-2019,54,43,boston
11-25-2019,55,41,boston
11-26-2019,55,40,boston
11-27-2019,54,40,boston
11-28-2019,52,39,boston
11-29-2019,52,41,boston
11-30-2019,55,35,boston
12-01-2019,55,32,boston
12-02-2019,45,32,boston
12-03-2019,42,30,boston
12-04-2019,41,32,boston
12-05-2019,47,39,boston
12-06-2019,51,36,boston
12-07-2019,53,34,boston
12-08-2019,45,32,boston
12-09-2019,44,29,boston
12-10-2019,40,32,boston
12-11-2019,42,35,boston
12-12-2019,48,31,boston
12-13-2019,46,30,boston
12-14-2019,38,33,boston
12-15-2019,44,33,boston
12-16-2019,45,36,boston
12-17-2019,47,36,boston
12-18-2019,48,34,boston
12-19-2019,49,24,boston
12-20-2019,47,18,boston
12-21-2019,41,20,boston
12-22-2019,30,28,boston
12-23-2019,34,30,boston
12-24-2019,39,30,boston
12-25-2019,40,31,boston
12-26-2019,41,31,boston
12-27-2019,42,30,boston
12-28-2019,43,31,boston
12-29-2019,45,29,boston
12-30-2019,44,27,boston
12-31-2019,41,28,boston
10-01-2019,89,69,baltimore
10-02-2019,95,73,baltimore
10-03-2019,82,70,baltimore
10-04-2019,76,54,baltimore
10-05-2019,68,60,baltimore
10-06-2019,76,65,baltimore
10-07-2019,79,58,baltimore
10-08-2019,73,53,baltimore
10-09-2019,71,54,baltimore
10-10-2019,70,55,baltimore
10-11-2019,73,56,baltimore
10-12-2019,71,53,baltimore
10-13-2019,67,52,baltimore
10-14-2019,68,54,baltimore
10-15-2019,70,53,baltimore
10-16-2019,71,56,baltimore
10-17-2019,72,57,baltimore
10-18-2019,73,58,baltimore
10-19-2019,61,42,baltimore
10-20-2019,61,50,baltimore
10-21-2019,72,57,baltimore
10-22-2019,72,55,baltimore
10-23-2019,70,52,baltimore
10-24-2019,67,53,baltimore
10-25-2019,67,51,baltimore
10-26-2019,62,50,baltimore
10-27-2019,61,51,baltimore
10-28-2019,66,52,baltimore
10-29-2019,62,50,baltimore
10-30-2019,61,54,baltimore
10-31-2019,68,54,baltimore
11-01-2019,69,56,baltimore
11-02-2019,69,53,baltimore
11-03-2019,56,38,baltimore
11-04-2019,54,43,baltimore
11-05-2019,57,42,baltimore
11-06-2019,57,53,baltimore
11-07-2019,63,55,baltimore
11-08-2019,65,46,baltimore
11-09-2019,64,47,baltimore
11-10-2019,59,45,baltimore
11-11-2019,64,47,baltimore
11-12-2019,64,54,baltimore
11-13-2019,68,53,baltimore
11-14-2019,68,44,baltimore
11-15-2019,63,38,baltimore
11-16-2019,51,36,baltimore
11-17-2019,49,40,baltimore
11-18-2019,51,44,baltimore
11-19-2019,53,38,baltimore
11-20-2019,54,37,baltimore
11-21-2019,52,41,baltimore
11-22-2019,55,49,baltimore
11-23-2019,58,49,baltimore
11-24-2019,62,48,baltimore
11-25-2019,63,41,baltimore
11-26-2019,61,40,baltimore
11-27-2019,54,46,baltimore
11-28-2019,58,48,baltimore
11-29-2019,59,39,baltimore
11-30-2019,59,32,baltimore
12-01-2019,58,31,baltimore
12-02-2019,43,31,baltimore
12-03-2019,42,30,baltimore
12-04-2019,44,35,baltimore
12-05-2019,47,40,baltimore
12-06-2019,57,34,baltimore
12-07-2019,57,37,baltimore
12-08-2019,44,32,baltimore
12-09-2019,45,31,baltimore
12-10-2019,44,40,baltimore
12-11-2019,47,35,baltimore
12-12-2019,54,32,baltimore
12-13-2019,47,36,baltimore
12-14-2019,43,39,baltimore
12-15-2019,51,41,baltimore
12-16-2019,53,41,baltimore
12-17-2019,55,43,baltimore
12-18-2019,54,39,baltimore
12-19-2019,55,28,baltimore
12-20-2019,52,21,baltimore
12-21-2019,39,23,baltimore
12-22-2019,34,30,baltimore
12-23-2019,36,30,baltimore
12-24-2019,41,32,baltimore
12-25-2019,43,34,baltimore
12-26-2019,44,36,baltimore
12-27-2019,48,36,baltimore
12-28-2019,50,35,baltimore
12-29-2019,50,33,baltimore
12-30-2019,48,35,baltimore
12-31-2019,46,31,baltimore
10-01-2019,88,72,chicago
10-02-2019,81,60,chicago
10-03-2019,70,51,chicago
10-04-2019,64,53,chicago
10-05-2019,66,50,chicago
10-06-2019,63,46,chicago
10-07-2019,65,50,chicago
10-08-2019,68,59,chicago
10-09-2019,72,49,chicago
10-10-2019,58,42,chicago
10-11-2019,53,46,chicago
10-12-2019,57,48,chicago
10-13-2019,58,51,chicago
10-14-2019,61,54,chicago
10-15-2019,62,56,chicago
10-16-2019,63,55,chicago
10-17-2019,67,54,chicago
10-18-2019,55,41,chicago
10-19-2019,56,48,chicago
10-20-2019,66,51,chicago
10-21-2019,66,53,chicago
10-22-2019,67,50,chicago
10-23-2019,63,47,chicago
10-24-2019,55,46,chicago
10-25-2019,56,47,chicago
10-26-2019,61,48,chicago
10-27-2019,55,50,chicago
10-28-2019,57,50,chicago
10-29-2019,58,51,chicago
10-30-2019,63,50,chicago
10-31-2019,60,50,chicago
11-01-2019,60,50,chicago
11-02-2019,58,43,chicago
11-03-2019,50,35,chicago
11-04-2019,47,36,chicago
11-05-2019,48,47,chicago
11-06-2019,53,48,chicago
11-07-2019,58,42,chicago
11-08-2019,57,40,chicago
11-09-2019,53,46,chicago
11-10-2019,58,46,chicago
11-11-2019,57,47,chicago
11-12-2019,58,45,chicago
11-13-2019,58,39,chicago
11-14-2019,57,33,chicago
11-15-2019,45,32,chicago
11-16-2019,43,38,chicago
11-17-2019,47,43,chicago
11-18-2019,49,31,chicago
11-19-2019,46,35,chicago
11-20-2019,46,37,chicago
11-21-2019,47,38,chicago
11-22-2019,48,38,chicago
11-23-2019,48,36,chicago
11-24-2019,48,33,chicago
11-25-2019,47,37,chicago
11-26-2019,44,39,chicago
11-27-2019,47,39,chicago
11-28-2019,47,31,chicago
11-29-2019,50,27,chicago
11-30-2019,39,24,chicago
12-01-2019,34,23,chicago
12-02-2019,33,24,chicago
12-03-2019,35,32,chicago
12-04-2019,39,31,chicago
12-05-2019,40,30,chicago
12-06-2019,37,29,chicago
12-07-2019,38,28,chicago
12-08-2019,37,25,chicago
12-09-2019,35,32,chicago
12-10-2019,37,28,chicago
12-11-2019,41,27,chicago
12-12-2019,39,30,chicago
12-13-2019,35,32,chicago
12-14-2019,40,33,chicago
12-15-2019,43,36,chicago
12-16-2019,46,31,chicago
12-17-2019,47,22,chicago
12-18-2019,45,18,chicago
12-19-2019,31,12,chicago
12-20-2019,29,15,chicago
12-21-2019,23,18,chicago
12-22-2019,27,26,chicago
12-23-2019,32,29,chicago
12-24-2019,40,29,chicago
12-25-2019,41,30,chicago
12-26-2019,40,30,chicago
12-27-2019,40,29,chicago
12-28-2019,39,28,chicago
12-29-2019,40,27,chicago
12-30-2019,36,23,chicago
12-31-2019,34,15,chicago
10-01-2019,92,72,charlotte
10-02-2019,99,71,charlotte
10-03-2019,98,68,charlotte
10-04-2019,97,65,charlotte
10-05-2019,69,60,charlotte
10-06-2019,80,62,charlotte
10-07-2019,83,63,charlotte
10-08-2019,69,54,charlotte
10-09-2019,75,55,charlotte
10-10-2019,75,53,charlotte
10-11-2019,79,54,charlotte
10-12-2019,78,50,charlotte
10-13-2019,75,50,charlotte
10-14-2019,77,51,charlotte
10-15-2019,79,53,charlotte
10-16-2019,78,54,charlotte
10-17-2019,79,55,charlotte
10-18-2019,75,54,charlotte
10-19-2019,70,40,charlotte
10-20-2019,68,48,charlotte
10-21-2019,75,54,charlotte
10-22-2019,76,53,charlotte
10-23-2019,75,50,charlotte
10-24-2019,70,50,charlotte
10-25-2019,71,48,charlotte
10-26-2019,68,45,charlotte
10-27-2019,66,47,charlotte
10-28-2019,70,48,charlotte
10-29-2019,65,47,charlotte
10-30-2019,62,50,charlotte
10-31-2019,73,52,charlotte
11-01-2019,72,52,charlotte
11-02-2019,73,51,charlotte
11-03-2019,61,34,charlotte
11-04-2019,58,38,charlotte
11-05-2019,62,38,charlotte
11-06-2019,64,42,charlotte
11-07-2019,65,49,charlotte
11-08-2019,72,43,charlotte
11-09-2019,72,40,charlotte
11-10-2019,65,43,charlotte
11-11-2019,71,40,charlotte
11-12-2019,68,51,charlotte
11-13-2019,72,50,charlotte
11-14-2019,72,40,charlotte
11-15-2019,68,35,charlotte
11-16-2019,56,33,charlotte
11-17-2019,56,35,charlotte
11-18-2019,57,37,charlotte
11-19-2019,59,37,charlotte
11-20-2019,59,34,charlotte
11-21-2019,57,40,charlotte
11-22-2019,60,45,charlotte
11-23-2019,66,44,charlotte
11-24-2019,67,45,charlotte
11-25-2019,66,38,charlotte
11-26-2019,65,40,charlotte
11-27-2019,61,44,charlotte
11-28-2019,64,46,charlotte
11-29-2019,66,36,charlotte
11-30-2019,64,29,charlotte
12-01-2019,59,27,charlotte
12-02-2019,49,26,charlotte
12-03-2019,48,28,charlotte
12-04-2019,49,35,charlotte
12-05-2019,51,31,charlotte
12-06-2019,61,28,charlotte
12-07-2019,49,36,charlotte
12-08-2019,51,33,charlotte
12-09-2019,56,32,charlotte
12-10-2019,52,39,charlotte
12-11-2019,50,35,charlotte
12-12-2019,61,27,charlotte
12-13-2019,52,34,charlotte
12-14-2019,51,39,charlotte
12-15-2019,58,39,charlotte
12-16-2019,61,41,charlotte
12-17-2019,61,43,charlotte
12-18-2019,60,42,charlotte
12-19-2019,62,30,charlotte
12-20-2019,61,21,charlotte
12-21-2019,52,21,charlotte
12-22-2019,41,27,charlotte
12-23-2019,43,24,charlotte
12-24-2019,43,25,charlotte
12-25-2019,44,27,charlotte
12-26-2019,44,29,charlotte
12-27-2019,45,34,charlotte
12-28-2019,45,32,charlotte
12-29-2019,48,30,charlotte
12-30-2019,45,34,charlotte
12-31-2019,47,35,charlotte
10-01-2019,88,76,jacksonville
10-02-2019,89,76,jacksonville
10-03-2019,88,75,jacksonville
10-04-2019,88,76,jacksonville
10-05-2019,86,73,jacksonville
10-06-2019,87,70,jacksonville
10-07-2019,86,74,jacksonville
10-08-2019,83,73,jacksonville
10-09-2019,84,70,jacksonville
10-10-2019,84,68,jacksonville
10-11-2019,84,64,jacksonville
10-12-2019,80,64,jacksonville
10-13-2019,83,67,jacksonville
10-14-2019,82,66,jacksonville
10-15-2019,83,68,jacksonville
10-16-2019,84,67,jacksonville
10-17-2019,78,66,jacksonville
10-18-2019,81,63,jacksonville
10-19-2019,79,64,jacksonville
10-20-2019,79,66,jacksonville
10-21-2019,81,65,jacksonville
10-22-2019,81,65,jacksonville
10-23-2019,79,64,jacksonville
10-24-2019,80,64,jacksonville
10-25-2019,78,61,jacksonville
10-26-2019,74,60,jacksonville
10-27-2019,75,61,jacksonville
10-28-2019,78,63,jacksonville
10-29-2019,73,62,jacksonville
10-30-2019,80,62,jacksonville
10-31-2019,79,63,jacksonville
11-01-2019,79,63,jacksonville
11-02-2019,79,62,jacksonville
11-03-2019,74,51,jacksonville
11-04-2019,70,53,jacksonville
11-05-2019,73,54,jacksonville
11-06-2019,72,57,jacksonville
11-07-2019,73,60,jacksonville
11-08-2019,75,58,jacksonville
11-09-2019,78,59,jacksonville
11-10-2019,79,60,jacksonville
11-11-2019,77,60,jacksonville
11-12-2019,78,61,jacksonville
11-13-2019,79,60,jacksonville
11-14-2019,80,52,jacksonville
11-15-2019,77,48,jacksonville
11-16-2019,70,48,jacksonville
11-17-2019,67,54,jacksonville
11-18-2019,70,55,jacksonville
11-19-2019,71,55,jacksonville
11-20-2019,70,54,jacksonville
11-21-2019,69,52,jacksonville
11-22-2019,72,54,jacksonville
11-23-2019,72,55,jacksonville
11-24-2019,74,54,jacksonville
11-25-2019,75,56,jacksonville
11-26-2019,77,57,jacksonville
11-27-2019,76,57,jacksonville
11-28-2019,75,56,jacksonville
11-29-2019,75,46,jacksonville
11-30-2019,76,43,jacksonville
12-01-2019,69,42,jacksonville
12-02-2019,63,43,jacksonville
12-03-2019,61,50,jacksonville
12-04-2019,64,52,jacksonville
12-05-2019,71,44,jacksonville
12-06-2019,72,43,jacksonville
12-07-2019,62,46,jacksonville
12-08-2019,67,53,jacksonville
12-09-2019,72,54,jacksonville
12-10-2019,71,55,jacksonville
12-11-2019,72,51,jacksonville
12-12-2019,72,44,jacksonville
12-13-2019,71,48,jacksonville
12-14-2019,67,51,jacksonville
12-15-2019,70,52,jacksonville
12-16-2019,71,53,jacksonville
12-17-2019,71,53,jacksonville
12-18-2019,70,52,jacksonville
12-19-2019,72,52,jacksonville
12-20-2019,73,40,jacksonville
12-21-2019,72,39,jacksonville
12-22-2019,66,38,jacksonville
12-23-2019,57,40,jacksonville
12-24-2019,58,42,jacksonville
12-25-2019,61,44,jacksonville
12-26-2019,63,45,jacksonville
12-27-2019,65,50,jacksonville
12-28-2019,69,48,jacksonville
12-29-2019,69,49,jacksonville
12-30-2019,66,50,jacksonville
12-31-2019,67,51,jacksonville
10-01-2019,73,54,carson
10-02-2019,75,54,carson
10-03-2019,73,54,carson
10-04-2019,80,55,carson
10-05-2019,80,56,carson
10-06-2019,81,58,carson
10-07-2019,81,59,carson
10-08-2019,81,61,carson
10-09-2019,75,60,carson
10-10-2019,77,60,carson
10-11-2019,83,55,carson
10-12-2019,80,58,carson
10-13-2019,76,57,carson
10-14-2019,74,58,carson
10-15-2019,75,59,carson
10-16-2019,75,58,carson
10-17-2019,76,59,carson
10-18-2019,76,60,carson
10-19-2019,75,55,carson
10-20-2019,73,58,carson
10-21-2019,74,56,carson
10-22-2019,76,55,carson
10-23-2019,76,56,carson
10-24-2019,76,59,carson
10-25-2019,76,59,carson
10-26-2019,75,58,carson
10-27-2019,72,58,carson
10-28-2019,75,58,carson
10-29-2019,77,59,carson
10-30-2019,77,58,carson
10-31-2019,74,58,carson
11-01-2019,68,54,carson
11-02-2019,69,51,carson
11-03-2019,73,51,carson
11-04-2019,72,53,carson
11-05-2019,70,54,carson
11-06-2019,72,54,carson
11-07-2019,72,53,carson
11-08-2019,72,53,carson
11-09-2019,72,52,carson
11-10-2019,72,50,carson
11-11-2019,71,48,carson
11-12-2019,68,48,carson
11-13-2019,66,54,carson
11-14-2019,70,54,carson
11-15-2019,73,52,carson
11-16-2019,73,50,carson
11-17-2019,71,51,carson
11-18-2019,71,50,carson
11-19-2019,68,48,carson
11-20-2019,67,49,carson
11-21-2019,68,48,carson
11-22-2019,68,49,carson
11-23-2019,66,49,carson
11-24-2019,66,48,carson
11-25-2019,68,45,carson
11-26-2019,65,44,carson
11-27-2019,64,44,carson
11-28-2019,63,45,carson
11-29-2019,63,46,carson
11-30-2019,64,50,carson
12-01-2019,67,51,carson
12-02-2019,69,52,carson
12-03-2019,70,52,carson
12-04-2019,70,50,carson
12-05-2019,69,46,carson
