Date,High,Low,City
11-15-2019,57,26,foxborough
11-16-2019,51,26,foxborough
11-17-2019,45,27,foxborough
11-18-2019,46,31,foxborough
11-19-2019,50,29,foxborough
11-20-2019,48,27,foxborough
11-21-2019,45,29,foxborough
11-22-2019,48,35,foxborough
11-23-2019,54,36,foxborough
11-24-2019,55,36,foxborough
11-25-2019,56,35,foxborough
11-26-2019,56,33,foxborough
11-27-2019,54,33,foxborough
11-28-2019,52,34,foxborough
11-29-2019,53,35,foxborough
11-30-2019,55,28,foxborough
12-01-2019,55,26,foxborough
12-02-2019,46,25,foxborough
12-03-2019,42,24,foxborough
12-04-2019,42,26,foxborough
12-05-2019,48,33,foxborough
12-06-2019,51,30,foxborough
12-07-2019,54,28,foxborough
12-08-2019,46,25,foxborough
12-09-2019,44,23,foxborough
12-10-2019,41,25,foxborough
12-11-2019,42,28,foxborough
12-12-2019,48,24,foxborough
12-13-2019,46,25,foxborough
12-14-2019,39,26,foxborough
12-15-2019,44,27,foxborough
12-16-2019,45,30,foxborough
12-17-2019,48,30,foxborough
12-18-2019,49,27,foxborough
12-19-2019,49,18,foxborough
12-20-2019,48,12,foxborough
12-21-2019,42,13,foxborough
12-22-2019,31,22,foxborough
12-23-2019,34,24,foxborough
12-24-2019,40,24,foxborough
12-25-2019,41,25,foxborough
12-26-2019,41,25,foxborough
12-27-2019,43,24,foxborough
12-28-2019,44,25,foxborough
12-29-2019,45,23,foxborough
12-30-2019,45,21,foxborough
12-31-2019,41,22,foxborough
10-01-2019,86,59,glendale
10-02-2019,89,60,glendale
10-03-2019,93,66,glendale
10-04-2019,94,67,glendale
10-05-2019,93,66,glendale
10-06-2019,93,66,glendale
10-07-2019,97,74,glendale
10-08-2019,95,68,glendale
10-09-2019,92,68,glendale
10-10-2019,88,68,glendale
10-11-2019,85,66,glendale
10-12-2019,88,61,glendale
10-13-2019,89,60,glendale
10-14-2019,88,59,glendale
10-15-2019,87,60,glendale
10-16-2019,88,59,glendale
10-17-2019,87,58,glendale
10-18-2019,85,64,glendale
10-19-2019,90,59,glendale
10-20-2019,87,59,glendale
10-21-2019,80,58,glendale
10-22-2019,82,58,glendale
10-23-2019,85,56,glendale
10-24-2019,86,60,glendale
10-25-2019,86,61,glendale
10-26-2019,86,60,glendale
10-27-2019,85,59,glendale
10-28-2019,85,61,glendale
10-29-2019,85,59,glendale
10-30-2019,85,57,glendale
10-31-2019,79,54,glendale
11-01-2019,76,51,glendale
11-02-2019,73,51,glendale
11-03-2019,83,56,glendale
11-04-2019,85,50,glendale
11-05-2019,76,51,glendale
11-06-2019,78,52,glendale
11-07-2019,78,50,glendale
11-08-2019,78,53,glendale
11-09-2019,78,51,glendale
11-10-2019,78,48,glendale
11-11-2019,77,52,glendale
11-12-2019,77,48,glendale
11-13-2019,70,48,glendale
11-14-2019,74,50,glendale
11-15-2019,78,49,glendale
11-16-2019,77,48,glendale
11-17-2019,75,49,glendale
11-18-2019,76,50,glendale
11-19-2019,72,44,glendale
11-20-2019,73,43,glendale
11-21-2019,72,42,glendale
11-22-2019,72,41,glendale
11-23-2019,72,43,glendale
11-24-2019,71,42,glendale
11-25-2019,71,51,glendale
11-26-2019,74,38,glendale
11-27-2019,66,38,glendale
11-28-2019,64,39,glendale
11-29-2019,64,39,glendale
11-30-2019,68,42,glendale
12-01-2019,72,42,glendale
12-02-2019,72,46,glendale
12-03-2019,74,48,glendale
12-04-2019,76,44,glendale
12-05-2019,72,41,glendale
12-06-2019,73,44,glendale
12-07-2019,71,45,glendale
12-08-2019,69,39,glendale
12-09-2019,62,37,glendale
12-10-2019,62,45,glendale
12-11-2019,61,43,glendale
12-12-2019,67,52,glendale
12-13-2019,72,50,glendale
12-14-2019,65,43,glendale
12-15-2019,63,38,glendale
12-16-2019,60,35,glendale
12-17-2019,59,34,glendale
12-18-2019,59,36,glendale
12-19-2019,60,37,glendale
12-20-2019,61,38,glendale
12-21-2019,62,38,glendale
12-22-2019,62,39,glendale
12-23-2019,63,41,glendale
12-24-2019,64,42,glendale
12-25-2019,63,38,glendale
12-26-2019,60,35,glendale
12-27-2019,59,38,glendale
12-28-2019,60,36,glendale
12-29-2019,59,35,glendale
12-30-2019,61,36,glendale
12-31-2019,60,37,glendale
10-01-2019,86,64,landover
10-02-2019,95,68,landover
10-03-2019,79,71,landover
10-04-2019,68,59,landover
10-05-2019,76,65,landover
10-06-2019,79,57,landover
10-07-2019,69,50,landover
10-08-2019,70,51,landover
10-09-2019,65,54,landover
10-10-2019,73,50,landover
10-11-2019,72,48,landover
10-12-2019,68,48,landover
10-13-2019,71,50,landover
10-14-2019,72,49,landover
10-15-2019,74,52,landover
10-16-2019,75,54,landover
10-17-2019,74,53,landover
10-18-2019,63,37,landover
10-19-2019,63,45,landover
10-20-2019,73,51,landover
10-21-2019,73,50,landover
10-22-2019,72,47,landover
10-23-2019,69,48,landover
10-24-2019,68,45,landover
10-25-2019,63,45,landover
10-26-2019,63,46,landover
10-27-2019,68,46,landover
10-28-2019,63,44,landover
10-29-2019,62,48,landover
10-30-2019,69,49,landover
10-31-2019,70,50,landover
11-01-2019,70,50,landover
11-02-2019,70,43,landover
11-03-2019,61,32,landover
11-04-2019,55,37,landover
11-05-2019,59,37,landover
11-06-2019,58,47,landover
11-07-2019,64,50,landover
11-08-2019,66,41,landover
11-09-2019,65,42,landover
11-10-2019,61,40,landover
11-11-2019,66,42,landover
11-12-2019,65,49,landover
11-13-2019,69,48,landover
11-14-2019,69,39,landover
11-15-2019,64,33,landover
11-16-2019,52,31,landover
11-17-2019,51,35,landover
11-18-2019,53,39,landover
11-19-2019,54,33,landover
11-20-2019,55,32,landover
11-21-2019,53,36,landover
11-22-2019,56,44,landover
11-23-2019,59,45,landover
11-24-2019,64,44,landover
11-25-2019,65,37,landover
11-26-2019,62,36,landover
11-27-2019,55,42,landover
11-28-2019,60,44,landover
11-29-2019,61,35,landover
11-30-2019,61,28,landover
12-01-2019,60,27,landover
12-02-2019,45,27,landover
12-03-2019,44,28,landover
12-04-2019,46,32,landover
12-05-2019,49,37,landover
12-06-2019,59,30,landover
12-07-2019,59,34,landover
12-08-2019,46,29,landover
12-09-2019,47,27,landover
12-10-2019,46,37,landover
12-11-2019,49,32,landover
12-12-2019,56,29,landover
12-13-2019,49,33,landover
12-14-2019,45,36,landover
12-15-2019,53,38,landover
12-16-2019,56,39,landover
12-17-2019,57,40,landover
12-18-2019,56,36,landover
12-19-2019,58,25,landover
12-20-2019,54,18,landover
12-21-2019,42,20,landover
12-22-2019,36,28,landover
12-23-2019,38,27,landover
12-24-2019,43,29,landover
12-25-2019,46,32,landover
12-26-2019,47,33,landover
12-27-2019,50,34,landover
12-28-2019,52,34,landover
12-29-2019,52,30,landover
12-30-2019,50,32,landover
12-31-2019,48,28,landover
10-01-2019,90,79,miami-gardens
10-02-2019,86,78,miami-gardens
10-03-2019,88,76,miami-gardens
10-04-2019,89,74,miami-gardens
10-05-2019,89,78,miami-gardens
10-06-2019,88,77,miami-gardens
10-07-2019,89,76,miami-gardens
10-08-2019,86,76,miami-gardens
10-09-2019,88,75,miami-gardens
10-10-2019,87,77,miami-gardens
10-11-2019,88,75,miami-gardens
10-12-2019,87,75,miami-gardens
10-13-2019,87,74,miami-gardens
10-14-2019,87,74,miami-gardens
10-15-2019,86,73,miami-gardens
10-16-2019,85,73,miami-gardens
10-17-2019,86,74,miami-gardens
10-18-2019,83,75,miami-gardens
10-19-2019,86,72,miami-gardens
10-20-2019,85,73,miami-gardens
10-21-2019,82,74,miami-gardens
10-22-2019,83,74,miami-gardens
10-23-2019,81,74,miami-gardens
10-24-2019,82,74,miami-gardens
10-25-2019,83,72,miami-gardens
10-26-2019,83,71,miami-gardens
10-27-2019,82,72,miami-gardens
10-28-2019,81,70,miami-gardens
10-29-2019,82,70,miami-gardens
10-30-2019,80,69,miami-gardens
10-31-2019,81,72,miami-gardens
11-01-2019,82,72,miami-gardens
11-02-2019,81,71,miami-gardens
11-03-2019,82,67,miami-gardens
11-04-2019,80,68,miami-gardens
11-05-2019,82,68,miami-gardens
11-06-2019,82,69,miami-gardens
11-07-2019,81,69,miami-gardens
11-08-2019,82,70,miami-gardens
11-09-2019,83,69,miami-gardens
11-10-2019,83,70,miami-gardens
11-11-2019,84,71,miami-gardens
11-12-2019,83,71,miami-gardens
11-13-2019,84,69,miami-gardens
11-14-2019,84,65,miami-gardens
11-15-2019,85,64,miami-gardens
11-16-2019,81,64,miami-gardens
11-17-2019,78,65,miami-gardens
11-18-2019,78,65,miami-gardens
11-19-2019,78,66,miami-gardens
11-20-2019,78,65,miami-gardens
11-21-2019,77,66,miami-gardens
11-22-2019,79,66,miami-gardens
11-23-2019,81,67,miami-gardens
11-24-2019,81,67,miami-gardens
11-25-2019,80,66,miami-gardens
11-26-2019,82,67,miami-gardens
11-27-2019,82,67,miami-gardens
11-28-2019,81,66,miami-gardens
11-29-2019,82,66,miami-gardens
11-30-2019,81,61,miami-gardens
12-01-2019,82,59,miami-gardens
12-02-2019,75,59,miami-gardens
12-03-2019,74,63,miami-gardens
12-04-2019,75,64,miami-gardens
12-05-2019,77,60,miami-gardens
12-06-2019,80,59,miami-gardens
12-07-2019,75,63,miami-gardens
12-08-2019,75,65,miami-gardens
12-09-2019,80,66,miami-gardens
12-10-2019,79,66,miami-gardens
12-11-2019,80,65,miami-gardens
12-12-2019,80,61,miami-gardens
12-13-2019,79,64,miami-gardens
12-14-2019,76,64,miami-gardens
12-15-2019,79,63,miami-gardens
12-16-2019,79,64,miami-gardens
12-17-2019,78,64,miami-gardens
12-18-2019,80,63,miami-gardens
12-19-2019,80,64,miami-gardens
12-20-2019,79,64,miami-gardens
12-21-2019,80,58,miami-gardens
12-22-2019,80,56,miami-gardens
12-23-2019,77,55,miami-gardens
12-24-2019,71,57,miami-gardens
12-25-2019,73,57,miami-gardens
12-26-2019,73,59,miami-gardens
12-27-2019,74,61,miami-gardens
12-28-2019,76,61,miami-gardens
12-29-2019,78,62,miami-gardens
12-30-2019,78,62,miami-gardens
12-31-2019,79,63,miami-gardens
10-01-2019,81,63,orchard-park
10-02-2019,68,49,orchard-park
10-03-2019,55,48,orchard-park
10-04-2019,54,44,orchard-park
10-05-2019,63,52,orchard-park
10-06-2019,68,52,orchard-park
10-07-2019,60,45,orchard-park
10-08-2019,61,42,orchard-park
10-09-2019,68,44,orchard-park
10-10-2019,67,49,orchard-park
10-11-2019,67,47,orchard-park
10-12-2019,56,38,orchard-park
10-13-2019,55,39,orchard-park
10-14-2019,56,40,orchard-park
10-15-2019,57,41,orchard-park
10-16-2019,59,42,orchard-park
10-17-2019,58,43,orchard-park
10-18-2019,65,47,orchard-park
10-19-2019,49,31,orchard-park
10-20-2019,49,38,orchard-park
10-21-2019,64,43,orchard-park
10-22-2019,61,43,orchard-park
10-23-2019,62,39,orchard-park
10-24-2019,58,38,orchard-park
10-25-2019,56,37,orchard-park
10-26-2019,53,37,orchard-park
10-27-2019,53,35,orchard-park
10-28-2019,50,41,orchard-park
10-29-2019,51,40,orchard-park
10-30-2019,54,41,orchard-park
10-31-2019,58,42,orchard-park
11-01-2019,59,41,orchard-park
11-02-2019,58,41,orchard-park
11-03-2019,45,27,orchard-park
11-04-2019,42,28,orchard-park
11-05-2019,45,31,orchard-park
11-06-2019,45,39,orchard-park
11-07-2019,52,37,orchard-park
11-08-2019,54,31,orchard-park
11-09-2019,53,39,orchard-park
11-10-2019,52,39,orchard-park
11-11-2019,55,40,orchard-park
11-12-2019,55,41,orchard-park
11-13-2019,56,35,orchard-park
11-14-2019,57,27,orchard-park
11-15-2019,48,25,orchard-park
11-16-2019,39,26,orchard-park
11-17-2019,39,33,orchard-park
11-18-2019,44,27,orchard-park
11-19-2019,44,23,orchard-park
11-20-2019,39,27,orchard-park
11-21-2019,42,33,orchard-park
11-22-2019,47,35,orchard-park
11-23-2019,49,34,orchard-park
11-24-2019,49,32,orchard-park
11-25-2019,50,34,orchard-park
11-26-2019,52,33,orchard-park
11-27-2019,45,34,orchard-park
11-28-2019,48,34,orchard-park
11-29-2019,51,28,orchard-park
11-30-2019,51,25,orchard-park
12-01-2019,39,25,orchard-park
12-02-2019,35,26,orchard-park
12-03-2019,35,25,orchard-park
12-04-2019,36,29,orchard-park
12-05-2019,38,32,orchard-park
12-06-2019,47,27,orchard-park
12-07-2019,47,27,orchard-park
12-08-2019,37,23,orchard-park
12-09-2019,36,23,orchard-park
12-10-2019,35,29,orchard-park
12-11-2019,37,26,orchard-park
12-12-2019,43,26,orchard-park
12-13-2019,36,28,orchard-park
12-14-2019,36,29,orchard-park
12-15-2019,41,30,orchard-park
12-16-2019,43,32,orchard-park
12-17-2019,46,28,orchard-park
12-18-2019,45,25,orchard-park
12-19-2019,44,10,orchard-park
12-20-2019,36,10,orchard-park
12-21-2019,28,12,orchard-park
12-22-2019,24,16,orchard-park
12-23-2019,28,21,orchard-park
12-24-2019,35,22,orchard-park
12-25-2019,38,23,orchard-park
12-26-2019,37,24,orchard-park
12-27-2019,39,25,orchard-park
12-28-2019,39,25,orchard-park
12-29-2019,41,24,orchard-park
12-30-2019,38,23,orchard-park
12-31-2019,37,20,orchard-park
10-01-2019,71,45,santa-clara
10-02-2019,77,47,santa-clara
10-03-2019,74,48,santa-clara
10-04-2019,74,48,santa-clara
10-05-2019,81,52,santa-clara
10-06-2019,85,54,santa-clara
10-07-2019,86,53,santa-clara
10-08-2019,81,51,santa-clara
10-09-2019,75,48,santa-clara
10-10-2019,77,49,santa-clara
10-11-2019,77,53,santa-clara
10-12-2019,77,53,santa-clara
10-13-2019,76,51,santa-clara
10-14-2019,75,51,santa-clara
10-15-2019,76,52,santa-clara
10-16-2019,76,53,santa-clara
10-17-2019,78,52,santa-clara
10-18-2019,72,52,santa-clara
10-19-2019,80,53,santa-clara
10-20-2019,77,54,santa-clara
10-21-2019,78,55,santa-clara
10-22-2019,78,56,santa-clara
10-23-2019,77,53,santa-clara
10-24-2019,77,55,santa-clara
10-25-2019,76,55,santa-clara
10-26-2019,73,53,santa-clara
10-27-2019,72,54,santa-clara
10-28-2019,75,53,santa-clara
10-29-2019,76,55,santa-clara
10-30-2019,75,54,santa-clara
10-31-2019,75,54,santa-clara
11-01-2019,74,53,santa-clara
11-02-2019,73,51,santa-clara
11-03-2019,74,51,santa-clara
11-04-2019,74,49,santa-clara
11-05-2019,71,49,santa-clara
11-06-2019,70,48,santa-clara
11-07-2019,71,48,santa-clara
11-08-2019,71,48,santa-clara
11-09-2019,70,47,santa-clara
11-10-2019,70,47,santa-clara
11-11-2019,69,48,santa-clara
11-12-2019,67,46,santa-clara
11-13-2019,68,48,santa-clara
11-14-2019,68,47,santa-clara
11-15-2019,71,47,santa-clara
11-16-2019,69,46,santa-clara
11-17-2019,69,43,santa-clara
11-18-2019,66,46,santa-clara
11-19-2019,65,46,santa-clara
11-20-2019,64,47,santa-clara
11-21-2019,65,46,santa-clara
11-22-2019,67,46,santa-clara
11-23-2019,65,45,santa-clara
11-24-2019,63,46,santa-clara
11-25-2019,66,41,santa-clara
11-26-2019,61,40,santa-clara
11-27-2019,61,40,santa-clara
11-28-2019,60,41,santa-clara
11-29-2019,61,47,santa-clara
11-30-2019,65,47,santa-clara
12-01-2019,65,43,santa-clara
12-02-2019,61,45,santa-clara
12-03-2019,65,47,santa-clara
12-04-2019,66,48,santa-clara
12-05-2019,68,46,santa-clara
12-06-2019,62,46,santa-clara
12-07-2019,61,44,santa-clara
12-08-2019,61,41,santa-clara
12-09-2019,62,45,santa-clara
12-10-2019,58,40,santa-clara
12-11-2019,61,41,santa-clara
12-12-2019,61,46,santa-clara
12-13-2019,64,42,santa-clara
12-14-2019,58,40,santa-clara
12-15-2019,57,40,santa-clara
12-16-2019,57,37,santa-clara
12-17-2019,58,36,santa-clara
12-18-2019,58,38,santa-clara
12-19-2019,59,41,santa-clara
12-20-2019,63,40,santa-clara
12-21-2019,64,39,santa-clara
12-22-2019,64,40,santa-clara
12-23-2019,63,41,santa-clara
12-24-2019,57,40,santa-clara
12-25-2019,56,36,santa-clara
12-26-2019,55,36,santa-clara
12-27-2019,55,44,santa-clara
12-28-2019,54,44,santa-clara
12-29-2019,57,40,santa-clara
12-30-2019,57,40,santa-clara
12-31-2019,56,41,santa-clara
10-01-2019,93,74,atlanta
10-02-2019,96,74,atlanta
10-03-2019,98,75,atlanta
10-04-2019,97,75,atlanta
10-05-2019,84,66,atlanta
10-06-2019,78,65,atlanta
10-07-2019,84,63,atlanta
10-08-2019,82,61,atlanta
10-09-2019,81,61,atlanta
10-10-2019,81,59,atlanta
10-11-2019,82,61,atlanta
10-12-2019,72,46,atlanta
10-13-2019,76,51,atlanta
10-14-2019,79,53,atlanta
10-15-2019,80,54,atlanta
10-16-2019,80,56,atlanta
10-17-2019,79,57,atlanta
10-18-2019,80,57,atlanta
10-19-2019,81,58,atlanta
10-20-2019,70,50,atlanta
10-21-2019,76,55,atlanta
10-22-2019,76,55,atlanta
10-23-2019,75,52,atlanta
10-24-2019,74,52,atlanta
10-25-2019,72,48,atlanta
10-26-2019,65,44,atlanta
10-27-2019,69,48,atlanta
10-28-2019,70,46,atlanta
10-29-2019,69,49,atlanta
10-30-2019,69,51,atlanta
10-31-2019,72,52,atlanta
11-01-2019,74,54,atlanta
11-02-2019,72,53,atlanta
11-03-2019,61,36,atlanta
11-04-2019,59,40,atlanta
11-05-2019,63,41,atlanta
11-06-2019,64,43,atlanta
11-07-2019,66,49,atlanta
11-08-2019,71,46,atlanta
11-09-2019,73,43,atlanta
11-10-2019,68,45,atlanta
11-11-2019,71,45,atlanta
11-12-2019,70,54,atlanta
11-13-2019,73,50,atlanta
11-14-2019,73,41,atlanta
11-15-2019,67,35,atlanta
11-16-2019,57,36,atlanta
11-17-2019,57,38,atlanta
11-18-2019,59,41,atlanta
11-19-2019,59,40,atlanta
11-20-2019,60,38,atlanta
11-21-2019,59,40,atlanta
11-22-2019,58,45,atlanta
11-23-2019,65,47,atlanta
11-24-2019,66,42,atlanta
11-25-2019,66,37,atlanta
11-26-2019,62,44,atlanta
11-27-2019,62,48,atlanta
11-28-2019,61,46,atlanta
11-29-2019,67,32,atlanta
11-30-2019,65,29,atlanta
12-01-2019,49,28,atlanta
12-02-2019,49,30,atlanta
12-03-2019,48,32,atlanta
12-04-2019,50,41,atlanta
12-05-2019,51,31,atlanta
12-06-2019,59,29,atlanta
12-07-2019,46,41,atlanta
12-08-2019,49,40,atlanta
12-09-2019,56,39,atlanta
12-10-2019,56,43,atlanta
12-11-2019,52,34,atlanta
12-12-2019,61,29,atlanta
12-13-2019,49,38,atlanta
12-14-2019,54,41,atlanta
12-15-2019,58,42,atlanta
12-16-2019,61,45,atlanta
12-17-2019,60,45,atlanta
12-18-2019,60,42,atlanta
12-19-2019,62,32,atlanta
12-20-2019,60,25,atlanta
12-21-2019,47,23,atlanta
12-22-2019,42,27,atlanta
12-23-2019,43,27,atlanta
12-24-2019,45,29,atlanta
12-25-2019,48,33,atlanta
12-26-2019,52,38,atlanta
12-27-2019,56,40,atlanta
12-28-2019,58,33,atlanta
12-29-2019,57,35,atlanta
12-30-2019,52,37,atlanta
12-31-2019,51,38,atlanta
